22.3254 1.5 247.718 15219.6 23.7305 0 14.1554
22.556 1.5 248.349 26817.1 21.7358 0 11.1167
22.9658 1.5 259.777 24393.3 21.8179 0 7.71199
21.979 1.5 184.4 18047 21.4773 1 9.39032
21.9095 1.5 184.388 26468.1 23.0999 0 9.91398
22.7148 1.5 264.943 16989.3 23.9102 0 11.7421
21.9318 1.5 233.942 14550.9 21.7297 0 9.11676
22.7943 1.5 262.229 20421.1 23.9091 1 13.8401
21.6032 1.5 184.188 25365.8 22.3862 0 11.7188
22.485 1.5 151.378 21506.1 23.0383 1 12.4955
22.2129 1.5 295.86 16627 22.8053 0 8.58009
22.1057 1.5 191.648 16400.2 21.4175 1 11.0084
21.6098 1.5 250.076 23260 22.3901 1 14.5487
21.2139 1.5 299.973 15065.2 22.685 0 14.7772
21.9317 1.5 261.777 19204.2 22.29 0 13.7295
21.2443 1.5 181.685 24882.2 20.2102 0 12.9382
21.7198 1.5 263.206 21021 20.7104 0 11.3419
21.1716 1.5 286.679 19962.5 21.7989 1 9.66473
22.6119 1.5 265.229 17384.3 21.1181 1 7.59765
21.6388 1.5 230.441 21537.3 22.276 0 12.851
21.7096 1.5 283.868 21822.8 21.6461 1 11.684
21.2349 1.5 197.042 14268.7 22.0931 1 14.573
21.9589 1.5 280.967 16528.3 22.9251 1 9.36946
22.5323 1.5 297.188 21414.8 24.0098 0 8.42594
21.7192 1.5 202.989 16760.4 20.3186 0 12.2717
21.1935 1.5 238.392 14733.1 21.2978 0 10.3451
21.2051 1.5 263.208 15397.3 21.4541 1 9.45948
21.1113 1.5 205.761 16072.8 20.6489 0 7.94881
22.8673 1.5 192.354 18179 24.0813 0 5.4619
21.953 1.5 211.126 18268.7 22.1152 1 6.83409
21.0946 1.5 282.474 20523 20.6533 0 10.1669
22.9617 1.5 200.638 15638.3 24.0321 0 7.12372
21.3081 1.5 274.984 20517.8 21.9866 0 6.25322
22.1252 1.5 187.025 22120.7 23.4243 0 5.53835
22.9153 1.5 260.843 19542.6 23.3099 0 8.88143
21.8181 1.5 292.486 14435.9 21.6017 0 14.3375
22.8771 1.5 205.888 21377.6 23.4569 0 14.3762
22.5483 1.5 210.702 25798 21.6873 1 13.2759
22.8839 1.5 169.774 19012.8 23.9522 1 9.53296
21.3704 1.5 277.258 17511 20.7328 0 9.53393
