22.4525 1.5 258.937 23167.5 23.1312 0 12.2625
22.8307 1.5 287.301 25814.8 24.0767 0 14.1534
22.1886 1.5 239.149 21320.5 22.4716 0 10.9432
22.0307 1.5 227.304 20215 22.0768 0 10.1536
22.9503 1.5 296.272 26652.1 24.3757 0 14.7515
22.3231 1.5 249.234 22261.8 22.8078 0 11.6156
22.0573 1.5 229.298 20401.1 22.1433 0 10.2865
22.577 1.5 268.274 24038.9 23.4425 0 12.8849
21.1482 1.5 161.115 14037.4 19.8705 1 5.74101
21.6597 1.5 199.478 17617.9 21.1493 1 8.2985
22.1675 1.5 237.562 21172.4 22.4187 0 10.8374
21.0619 1.5 154.646 13433.6 19.6549 1 5.30972
22.8572 1.5 289.289 26000.3 24.143 0 14.2859
21.0395 1.5 152.963 13276.5 19.5988 1 5.19752
22.5587 1.5 266.906 23911.2 23.3969 0 12.7937
21.6721 1.5 200.407 17704.6 21.1802 0 8.36045
21.6851 1.5 201.379 17795.4 21.2126 0 8.42526
21.8296 1.5 212.223 18807.5 21.5741 0 9.1482
22.8146 1.5 286.097 25702.4 24.0366 0 14.0731
22.303 1.5 247.722 22120.7 22.7574 0 11.5148
22.1413 1.5 235.595 20988.8 22.3532 0 10.7063
21.0157 1.5 151.174 13109.6 19.5391 1 5.07828
21.5739 1.5 193.043 17017.3 20.9348 1 7.86952
22.4591 1.5 259.435 23213.9 23.1478 0 12.2957
22.4048 1.5 255.36 22833.6 23.012 0 12.024
21.9059 1.5 217.943 19341.4 21.7648 0 9.52956
21.4474 1.5 183.556 16131.9 20.6185 1 7.23708
22.7441 1.5 280.81 25208.9 23.8603 0 13.7207
22.4349 1.5 257.617 23044.3 23.0872 0 12.1745
22.7709 1.5 282.818 25396.4 23.9273 0 13.8546
21.6727 1.5 200.454 17709 21.1818 0 8.36358
22.3429 1.5 250.714 22400 22.8571 0 11.7143
22.211 1.5 240.829 21477.3 22.5276 0 11.0552
21.1333 1.5 159.998 13933.2 19.8333 1 5.66656
22.5365 1.5 265.236 23755.4 23.3412 0 12.6824
