300 5178.75 0 55 5 57.2625 10 1.34
350 6703.69 0 55 5 59.1534 10 1.52
300 4782.97 0 55 5 55.9432 10 1.34
300 4546.07 0 55 5 55.1536 10 1.34
350 6913.02 0 55 5 59.7515 10 1.52
300 4984.68 0 55 5 56.6156 10 1.34
300 4585.96 0 55 5 55.2865 10 1.34
300 5365.48 0 55 5 57.8849 10 1.34
200 2148.2 1 55 5 50.741 10 0.98
250 3324.63 0 55 5 53.2985 10 1.16
300 4751.23 0 55 5 55.8374 10 1.34
200 2061.94 1 55 5 50.3097 10 0.98
350 6750.08 0 55 5 59.2859 10 1.52
200 2039.5 1 55 5 50.1975 10 0.98
300 5338.12 0 55 5 57.7937 10 1.34
250 3340.11 0 55 5 53.3604 10 1.16
250 3356.31 0 55 5 53.4253 10 1.16
250 3537.05 0 55 5 54.1482 10 1.16
350 6675.6 0 55 5 59.0731 10 1.52
300 4954.44 0 55 5 56.5148 10 1.34
300 4711.89 0 55 5 55.7063 10 1.34
200 2015.66 1 55 5 50.0783 10 0.98
250 3217.38 0 55 5 52.8695 10 1.16
300 5188.7 0 55 5 57.2957 10 1.34
300 5107.2 0 55 5 57.024 10 1.34
250 3632.39 0 55 5 54.5296 10 1.16
250 3059.27 0 55 5 52.2371 10 1.16
350 6552.23 0 55 5 58.7207 10 1.52
300 5152.35 0 55 5 57.1745 10 1.34
350 6599.1 0 55 5 58.8546 10 1.52
250 3340.89 0 55 5 53.3636 10 1.16
300 5014.28 0 55 5 56.7143 10 1.34
300 4816.57 0 55 5 56.0552 10 1.34
200 2133.31 1 55 5 50.6666 10 0.98
300 5304.72 0 55 5 57.6824 10 1.34
300 5480.6 0 55 5 58.2687 10 1.34
200 2289.71 1 55 5 51.4485 10 0.98
200 2004.77 1 55 5 50.0238 10 0.98
250 3734.68 0 55 5 54.9387 10 1.16
200 2194.01 1 55 5 50.9701 10 0.98
300 5077.07 0 55 5 56.9236 10 1.34
300 4875.18 0 55 5 56.2506 10 1.34
300 5264.93 0 55 5 57.5498 10 1.34
250 3654.49 0 55 5 54.618 10 1.16
300 5332.4 0 55 5 57.7747 10 1.34
300 5254.76 0 55 5 57.5159 10 1.34
350 6916.94 0 55 5 59.7627 10 1.52
250 2944.9 1 55 5 51.7796 10 1.16
250 3623.88 0 55 5 54.4955 10 1.16
300 5506.26 0 55 5 58.3542 10 1.34
300 4728.52 0 55 5 55.7617 10 1.34
250 3499.47 0 55 5 53.9979 10 1.16
300 5375.38 0 55 5 57.9179 10 1.34
250 3730.03 0 55 5 54.9201 10 1.16
300 4627.37 0 55 5 55.4246 10 1.34
300 5217.89 0 55 5 57.393 10 1.34
200 2250.27 1 55 5 51.2514 10 0.98
200 2257.9 1 55 5 51.2895 10 0.98
300 5297.18 0 55 5 57.6573 10 1.34
250 3605.99 0 55 5 54.424 10 1.16
250 3020.66 0 55 5 52.0827 10 1.16
350 6607.21 0 55 5 58.8777 10 1.52
250 3348.55 0 55 5 53.3942 10 1.16
300 5514.38 0 55 5 58.3813 10 1.34
350 6734.95 0 55 5 59.2427 10 1.52
300 5394.08 0 55 5 57.9803 10 1.34
250 3292.11 0 55 5 53.1684 10 1.16
250 3749.01 0 55 5 54.996 10 1.16
200 2270.31 1 55 5 51.3516 10 0.98
250 3635.68 0 55 5 54.5427 10 1.16
300 4640.02 0 55 5 55.4667 10 1.34
350 6585.8 0 55 5 58.8166 10 1.52
300 5177.98 0 55 5 57.2599 10 1.34
250 3366.08 0 55 5 53.4643 10 1.16
350 6840.54 0 55 5 59.5444 10 1.52
300 4793.19 0 55 5 55.9773 10 1.34
250 2950.31 1 55 5 51.8012 10 1.16
250 3374.67 0 55 5 53.4987 10 1.16
300 5282.89 0 55 5 57.6096 10 1.34
300 4541.78 0 55 5 55.1393 10 1.34
350 6484.27 0 55 5 58.5265 10 1.52
250 3399.26 0 55 5 53.597 10 1.16
300 5293.17 0 55 5 57.6439 10 1.34
250 3009.64 0 55 5 52.0386 10 1.16
250 3650.28 0 55 5 54.6011 10 1.16
250 3049.79 0 55 5 52.1992 10 1.16
250 3488.6 0 55 5 53.9544 10 1.16
200 2280.78 1 55 5 51.4039 10 0.98
300 5204.42 0 55 5 57.3481 10 1.34
300 4756.03 0 55 5 55.8534 10 1.34
300 5523.22 0 55 5 58.4107 10 1.34
300 5301.88 0 55 5 57.6729 10 1.34
350 6963.7 0 55 5 59.8963 10 1.52
350 6698.94 0 55 5 59.1398 10 1.52
350 6731.01 0 55 5 59.2315 10 1.52
350 6563.73 0 55 5 58.7535 10 1.52
300 5371.42 0 55 5 57.9047 10 1.34
350 6614.23 0 55 5 58.8978 10 1.52
250 3384.84 0 55 5 53.5393 10 1.16
