250 4945.79 0 55 5 58.7529 10 1.16
300 5309.89 0 55 5 58.2911 10 1.34
300 5615.33 0 55 5 51.5551 10 1.34
200 2611.93 0 55 5 52.5878 10 0.98
250 4930.07 0 55 5 58.1695 10 1.16
300 5115.36 0 55 5 59.0752 10 1.34
350 4472.78 0 55 5 59.2878 10 1.52
250 4332.76 1 55 5 55.4215 10 1.16
200 2475.14 0 55 5 51.0315 10 0.98
250 3242.24 0 55 5 59.9282 10 1.16
250 3199.99 0 55 5 54.8853 10 1.16
300 5174.13 0 55 5 53.6267 10 1.34
250 2857.33 0 55 5 50.2857 10 1.16
200 2583.4 0 55 5 53.9895 10 0.98
250 4763.25 0 55 5 52.3962 10 1.16
250 2545.34 0 55 5 54.108 10 1.16
250 3579.61 1 55 5 58.6924 10 1.16
350 6918.5 1 55 5 51.218 10 1.52
350 6240.44 1 55 5 50.6954 10 1.52
300 4104.78 0 55 5 50.5834 10 1.34
350 3776.24 0 55 5 51.054 10 1.52
250 4165.42 0 55 5 58.2238 10 1.16
250 4453.78 0 55 5 57.3438 10 1.16
350 4125.07 0 55 5 50.9096 10 1.52
250 3091.23 0 55 5 50.232 10 1.16
300 4895.77 0 55 5 53.1085 10 1.34
300 5128.01 0 55 5 52.1324 10 1.34
300 5725.93 1 55 5 57.7165 10 1.34
250 3031.07 0 55 5 53.0799 10 1.16
300 4835.05 1 55 5 56.4931 10 1.34
200 2372.83 0 55 5 55.583 10 0.98
250 2964.4 1 55 5 57.5993 10 1.16
350 4743.93 0 55 5 58.2402 10 1.52
300 3483.66 0 55 5 59.7319 10 1.34
350 3904.52 0 55 5 58.322 10 1.52
300 4758.87 0 55 5 51.5813 10 1.34
250 4113.01 0 55 5 50.6022 10 1.16
350 5446.41 0 55 5 51.1295 10 1.52
250 3503.44 0 55 5 59.3747 10 1.16
300 4132.56 1 55 5 52.4836 10 1.34
